pdb_id,num_chains,chain_names,total_amino_acids,structure_type,expdta,num_models
2ecy,1,A,66,NMR,SOLUTION NMR,20
2ecz,1,A,70,NMR,SOLUTION NMR,20
2ed0,1,A,78,NMR,SOLUTION NMR,20
2ed1,1,A,76,NMR,SOLUTION NMR,20
2ed2,1,A,99,NMR,SOLUTION NMR,20
2ed7,1,A,119,NMR,SOLUTION NMR,20
2ed8,1,A,106,NMR,SOLUTION NMR,20
2ed9,1,A,124,NMR,SOLUTION NMR,20
2edb,1,A,116,NMR,SOLUTION NMR,20
2edd,1,A,123,NMR,SOLUTION NMR,20
2edf,1,A,103,NMR,SOLUTION NMR,20
2edh,1,A,113,NMR,SOLUTION NMR,20
2edi,1,A,173,NMR,SOLUTION NMR,20
2edl,1,A,110,NMR,SOLUTION NMR,20
2edq,1,A,107,NMR,SOLUTION NMR,20
2edu,1,A,98,NMR,SOLUTION NMR,20
2edw,1,A,107,NMR,SOLUTION NMR,20
2edx,1,A,134,NMR,SOLUTION NMR,20
2ee1,1,A,64,NMR,SOLUTION NMR,20
2ee2,1,A,119,NMR,SOLUTION NMR,20
2ee5,1,A,219,NMR,SOLUTION NMR,20
2ee9,1,A,95,NMR,SOLUTION NMR,20
2eea,1,A,115,NMR,SOLUTION NMR,20
2eeb,1,A,106,NMR,SOLUTION NMR,20
2eec,1,A,125,NMR,SOLUTION NMR,20
2eeg,1,A,94,NMR,SOLUTION NMR,20
2eei,1,A,106,NMR,SOLUTION NMR,20
2eej,1,A,96,NMR,SOLUTION NMR,20
2efi,1,A,100,NMR,SOLUTION NMR,20
2efk,1,A,267,single,X-RAY DIFFRACTION,1
2egq,1,A,77,NMR,SOLUTION NMR,20
2ehe,1,A,82,NMR,SOLUTION NMR,20
2ehr,1,A,117,NMR,SOLUTION NMR,20
2eje,1,A,114,NMR,SOLUTION NMR,20
2ejs,1,A,58,NMR,SOLUTION NMR,20
2ejy,2,"A,B",91,NMR,SOLUTION NMR,20
2ekk,1,A,47,NMR,SOLUTION NMR,20
2eko,1,A,87,NMR,SOLUTION NMR,20
2ekx,1,A,110,NMR,SOLUTION NMR,20
2ela,2,"A,B",272,single,X-RAY DIFFRACTION,1
2eli,1,A,85,NMR,SOLUTION NMR,20
2em5,1,A,46,NMR,SOLUTION NMR,20
2emb,1,A,44,NMR,SOLUTION NMR,20
2emc,1,A,46,NMR,SOLUTION NMR,20
2eme,1,A,46,NMR,SOLUTION NMR,20
2emm,1,A,46,NMR,SOLUTION NMR,20
2emz,1,A,46,NMR,SOLUTION NMR,20
2en3,1,A,46,NMR,SOLUTION NMR,20
2enj,1,A,138,NMR,SOLUTION NMR,20
2enn,1,A,77,NMR,SOLUTION NMR,20
2eno,1,A,120,NMR,SOLUTION NMR,20
2ens,1,A,96,NMR,SOLUTION NMR,20
2env,1,A,88,NMR,SOLUTION NMR,20
2eny,1,A,104,NMR,SOLUTION NMR,20
2enz,1,A,65,NMR,SOLUTION NMR,20
2eo1,1,A,102,NMR,SOLUTION NMR,20
2eo3,1,A,111,NMR,SOLUTION NMR,20
2eo9,1,A,118,NMR,SOLUTION NMR,20
2eod,1,A,66,NMR,SOLUTION NMR,20
2eom,1,A,46,NMR,SOLUTION NMR,20
2eon,1,A,46,NMR,SOLUTION NMR,20
2eoo,1,A,46,NMR,SOLUTION NMR,20
2eot,1,A,74,NMR,SOLUTION NMR,32
2eou,1,A,44,NMR,SOLUTION NMR,20
2eox,1,A,44,NMR,SOLUTION NMR,20
2eoy,1,A,46,NMR,SOLUTION NMR,20
2eoz,1,A,46,NMR,SOLUTION NMR,20
2epp,1,A,66,NMR,SOLUTION NMR,20
2epq,1,A,45,NMR,SOLUTION NMR,20
2epr,1,A,48,NMR,SOLUTION NMR,20
2eps,1,A,54,NMR,SOLUTION NMR,20
2eqm,1,A,88,NMR,SOLUTION NMR,20
2eqp,1,A,50,NMR,SOLUTION NMR,20
2eqs,1,A,103,NMR,SOLUTION NMR,20
2equ,1,A,74,NMR,SOLUTION NMR,20
2eqz,1,A,86,NMR,SOLUTION NMR,20
2erf,1,A,209,single,X-RAY DIFFRACTION,1
2erj,8,"A,B,C,D,E,F,G,H",1318,single,X-RAY DIFFRACTION,1
2err,1,A,88,NMR,SOLUTION NMR,30
2erx,2,"A,B",334,single,X-RAY DIFFRACTION,1
2ery,2,"A,B",336,single,X-RAY DIFFRACTION,1
2esl,12,"A,B,C,D,E,F,I,J,K,L,M,N",1098,single,X-RAY DIFFRACTION,1
2esm,2,"A,B",798,single,X-RAY DIFFRACTION,1
2etl,2,"A,B",446,single,X-RAY DIFFRACTION,1
2ev8,1,A,85,NMR,SOLUTION NMR,20
2evz,1,A,208,NMR,SOLUTION NMR,20
2ew3,1,A,60,NMR,SOLUTION NMR,10
2ew9,1,A,149,NMR,SOLUTION NMR,31
2exg,1,A,101,NMR,SOLUTION NMR,20
2eyi,1,A,234,single,X-RAY DIFFRACTION,1
2eyv,1,A,124,NMR,SOLUTION NMR,1
2eyw,1,A,78,NMR,SOLUTION NMR,1
2eyx,1,A,67,NMR,SOLUTION NMR,1
2eyy,1,A,204,NMR,SOLUTION NMR,1
2eyz,1,A,304,NMR,SOLUTION NMR,1
2f15,1,A,89,single,X-RAY DIFFRACTION,1
2f1z,2,"A,B",951,single,X-RAY DIFFRACTION,1
2f2d,1,A,121,NMR,SOLUTION NMR,20
2f3i,1,A,150,NMR,SOLUTION NMR,21
2f3m,6,"A,B,C,D,E,F",1307,single,X-RAY DIFFRACTION,1
2f4w,2,"A,B",299,single,X-RAY DIFFRACTION,1
2f57,2,"A,B",596,single,X-RAY DIFFRACTION,1
2f5h,1,A,37,NMR,SOLUTION NMR,10
2f5k,6,"A,B,C,D,E,F",483,single,X-RAY DIFFRACTION,1
2f5y,2,"A,B",164,single,X-RAY DIFFRACTION,1
2f60,1,K,60,single,X-RAY DIFFRACTION,1
2f7s,2,"A,B",355,single,X-RAY DIFFRACTION,1
2f89,1,F,346,single,X-RAY DIFFRACTION,1
2f8a,2,"A,B",370,single,X-RAY DIFFRACTION,1
2f8n,8,"A,B,D,E,F,G,H,K",758,single,X-RAY DIFFRACTION,1
2f8x,3,"C,K,M",697,single,X-RAY DIFFRACTION,1
2f9m,1,A,182,single,X-RAY DIFFRACTION,1
2faz,2,"A,B",151,single,X-RAY DIFFRACTION,1
2fbt,1,A,196,single,X-RAY DIFFRACTION,1
2fc7,1,A,82,NMR,SOLUTION NMR,20
2fc8,1,A,102,NMR,SOLUTION NMR,20
2fc9,1,A,101,NMR,SOLUTION NMR,20
2fcb,1,A,173,single,X-RAY DIFFRACTION,1
2fcw,2,"A,B",184,single,X-RAY DIFFRACTION,1
2fdb,4,"M,N,P,R",685,single,X-RAY DIFFRACTION,1
2ffu,2,"A,P",503,single,X-RAY DIFFRACTION,1
2fg8,8,"A,B,C,D,E,F,G,H",1392,single,X-RAY DIFFRACTION,1
2fh5,2,"A,B",311,single,X-RAY DIFFRACTION,1
2fh7,1,A,568,single,X-RAY DIFFRACTION,1
2fho,2,"A,B",134,NMR,SOLUTION NMR,20
2fic,2,"A,B",392,single,X-RAY DIFFRACTION,1
2fit,1,A,128,single,X-RAY DIFFRACTION,1
2fj4,1,A,37,NMR,SOLUTION NMR,20
2fj5,1,A,37,NMR,SOLUTION NMR,20
2fmm,5,"A,B,C,D,E",386,single,X-RAY DIFFRACTION,1
2fmr,1,A,65,NMR,SOLUTION NMR,18
2fn4,1,A,173,single,X-RAY DIFFRACTION,1
2fne,3,"A,B,C",299,single,X-RAY DIFFRACTION,1
2fo0,1,A,465,single,X-RAY DIFFRACTION,1
2frw,1,A,57,NMR,SOLUTION NMR,10
2fry,1,A,61,NMR,SOLUTION NMR,10
2fsz,2,"A,B",450,single,X-RAY DIFFRACTION,1
2ftu,1,A,118,NMR,SOLUTION NMR,20
2fui,1,A,62,NMR,SOLUTION NMR,20
2fuu,2,"A,B",76,NMR,SOLUTION NMR,20
2fvl,3,"A,B,C",969,single,X-RAY DIFFRACTION,1
2fvv,1,A,135,single,X-RAY DIFFRACTION,1
2fxf,2,"A,B",328,single,X-RAY DIFFRACTION,1
2fxo,4,"A,B,C,D",508,single,X-RAY DIFFRACTION,1
2fyj,1,A,82,NMR,SOLUTION NMR,15
2fyl,2,"A,B",163,NMR,SOLUTION NMR,1
2fyt,1,A,311,single,X-RAY DIFFRACTION,1
2fzp,1,A,134,single,X-RAY DIFFRACTION,1
2g0n,2,"A,B",357,single,X-RAY DIFFRACTION,1
2g15,1,A,301,single,X-RAY DIFFRACTION,1
2g1t,8,"A,B,C,D,E,F,G,H",1130,single,X-RAY DIFFRACTION,1
2g2k,1,A,156,NMR,SOLUTION NMR,18
2g31,1,A,60,NMR,SOLUTION NMR,20
2g3t,2,"A,B",337,single,X-RAY DIFFRACTION,1
2g3y,1,A,169,single,X-RAY DIFFRACTION,1
2g43,2,"A,B",230,single,X-RAY DIFFRACTION,1
2g45,4,"A,B,D,E",386,single,X-RAY DIFFRACTION,1
2g49,4,"A,B,C,D",1956,single,X-RAY DIFFRACTION,1
2g4c,4,"A,B,C,D",1588,single,X-RAY DIFFRACTION,1
2g62,1,A,302,single,X-RAY DIFFRACTION,1
2g6z,3,"A,B,C",436,single,X-RAY DIFFRACTION,1
2g7r,2,"A,B",172,single,X-RAY DIFFRACTION,1
2g9o,1,A,77,NMR,SOLUTION NMR,30
2ga7,1,A,77,NMR,SOLUTION NMR,30
2gao,2,"A,B",336,single,X-RAY DIFFRACTION,1
2gco,2,"A,B",369,single,X-RAY DIFFRACTION,1
2gd5,4,"A,B,C,D",555,single,X-RAY DIFFRACTION,1
2gd7,2,"A,B",214,NMR,SOLUTION NMR,20
2ge9,1,A,118,NMR,SOLUTION NMR,20
2gee,1,A,188,single,X-RAY DIFFRACTION,1
2gf0,4,"A,B,C,D",688,single,X-RAY DIFFRACTION,1
2gf1,1,A,70,NMR,SOLUTION NMR,1
2gf2,4,"A,B,C,D",1174,single,X-RAY DIFFRACTION,1
2gf5,1,A,191,NMR,SOLUTION NMR,25
2gfa,4,"A,B,C,D",229,single,X-RAY DIFFRACTION,1
2gfu,1,A,134,NMR,SOLUTION NMR,20
2ggf,1,A,137,NMR,SOLUTION NMR,20
2ggz,2,"A,B",330,single,X-RAY DIFFRACTION,1
2gh0,4,"A,B,C,D",598,single,X-RAY DIFFRACTION,1
2ghf,1,A,102,NMR,SOLUTION NMR,20
2gi7,2,"A,B",349,single,X-RAY DIFFRACTION,1
2gjx,8,"A,B,C,D,E,F,G,H",3889,single,X-RAY DIFFRACTION,1
2gk9,4,"A,B,C,D",988,single,X-RAY DIFFRACTION,1
2gmf,2,"A,B",241,single,X-RAY DIFFRACTION,1
2go5,7,"1,2,4,5,6,B,W",755,single,ELECTRON MICROSCOPY,1
2gpq,1,A,217,NMR,SOLUTION NMR,10
2gqh,1,A,107,NMR,SOLUTION NMR,20
2gqi,1,A,71,NMR,SOLUTION NMR,20
2gqk,1,A,173,NMR,SOLUTION NMR,30
2gql,1,A,173,NMR,SOLUTION NMR,1
2gry,1,A,327,single,X-RAY DIFFRACTION,1
2gs3,1,A,171,single,X-RAY DIFFRACTION,1
2gsb,1,A,119,NMR,SOLUTION NMR,20
2gsx,1,A,951,NMR,SOLUTION SCATTERING,3
2gt5,1,A,173,NMR,SOLUTION NMR,30
2gtr,3,"A,B,C",766,single,X-RAY DIFFRACTION,1
2gut,1,A,77,NMR,SOLUTION NMR,15
2gw2,1,A,173,single,X-RAY DIFFRACTION,1
2gwh,2,"A,B",573,single,X-RAY DIFFRACTION,1
2gwo,4,"A,B,C,D",686,single,X-RAY DIFFRACTION,1
2gyt,1,A,76,NMR,SOLUTION NMR,10
2gzh,2,"A,B",223,single,X-RAY DIFFRACTION,1
2gzk,1,A,159,NMR,SOLUTION NMR,1
2h16,4,"A,B,C,D",603,single,X-RAY DIFFRACTION,1
2h18,1,A,174,single,X-RAY DIFFRACTION,1
2h2b,1,A,107,single,X-RAY DIFFRACTION,1
2h2c,1,A,107,single,X-RAY DIFFRACTION,1
2h2k,2,"A,B",186,single,X-RAY DIFFRACTION,1
2h32,3,"A,B,H",439,single,X-RAY DIFFRACTION,1
2h35,4,"A,B,C,D",574,NMR,SOLUTION NMR,20
2h3l,2,"A,B",201,single,X-RAY DIFFRACTION,1
2h3n,4,"A,B,C,D",426,single,X-RAY DIFFRACTION,1
2h41,1,A,95,NMR,SOLUTION NMR,1
2h45,1,A,95,NMR,SOLUTION NMR,25
2h46,1,E,98,single,X-RAY DIFFRACTION,1
2h57,3,"A,B,C",498,single,X-RAY DIFFRACTION,1
2h5g,2,"A,B",830,single,X-RAY DIFFRACTION,1
2h60,1,A,105,NMR,SOLUTION NMR,11
2h63,4,"A,B,C,D",1131,single,X-RAY DIFFRACTION,1
2h7b,1,A,105,NMR,SOLUTION NMR,20
2h80,1,A,81,NMR,SOLUTION NMR,20
2h8k,2,"A,B",490,single,X-RAY DIFFRACTION,1
2h8n,4,"A,B,C,D",272,single,X-RAY DIFFRACTION,1
2h8r,2,"A,B",352,single,X-RAY DIFFRACTION,1
2h96,4,"A,B,F,G",737,single,X-RAY DIFFRACTION,1
2h9l,1,A,321,single,X-RAY DIFFRACTION,1
2ha1,1,A,201,NMR,SOLUTION NMR,39
2hac,2,"A,B",66,NMR,SOLUTION NMR,15
2hak,8,"A,B,C,D,E,F,G,H",2417,single,X-RAY DIFFRACTION,1
2hdp,2,"A,B",126,NMR,SOLUTION NMR,20
2hdz,1,A,66,single,X-RAY DIFFRACTION,1
2he2,2,"A,B",203,single,X-RAY DIFFRACTION,1
2he4,1,A,90,single,X-RAY DIFFRACTION,1
2hei,2,"A,B",328,single,X-RAY DIFFRACTION,1
2hev,2,"F,R",266,single,X-RAY DIFFRACTION,1
2hf5,1,A,68,NMR,SOLUTION NMR,20
2hf6,1,A,149,NMR,SOLUTION NMR,20
2hgl,1,A,102,NMR,SOLUTION NMR,15
2hgm,1,A,92,NMR,SOLUTION NMR,15
2hgn,1,A,81,NMR,SOLUTION NMR,15
2hh2,1,A,79,NMR,SOLUTION NMR,20
2hhl,4,"A,B,C,D",715,single,X-RAY DIFFRACTION,1
2hho,2,"A,B",51,NMR,SOLUTION NMR,20
2hk5,1,A,269,single,X-RAY DIFFRACTION,1
2hkn,2,"A,B",148,single,X-RAY DIFFRACTION,1
2hle,2,"A,B",321,single,X-RAY DIFFRACTION,1
2hlq,1,A,100,single,X-RAY DIFFRACTION,1
2hlw,1,A,170,NMR,SOLUTION NMR,15
2hm2,1,Q,89,NMR,SOLUTION NMR,20
2hr7,2,"A,B",931,single,X-RAY DIFFRACTION,1
2hr9,1,A,174,NMR,SOLUTION NMR,20
2hrn,1,A,173,NMR,SOLUTION NMR,30
2hsq,2,"A,B",284,single,X-RAY DIFFRACTION,1
2hst,1,A,136,NMR,SOLUTION NMR,25
2ht9,3,"A,B,X",227,single,X-RAY DIFFRACTION,1
2hth,2,"A,B",202,single,X-RAY DIFFRACTION,1
2hv8,6,"A,B,C,D,E,F",657,single,X-RAY DIFFRACTION,1
2hw4,1,A,116,single,X-RAY DIFFRACTION,1
2hw5,6,"A,B,C,D,E,F",1560,single,X-RAY DIFFRACTION,1
2hw6,2,"A,B",475,single,X-RAY DIFFRACTION,1
2hwy,2,"A,B",227,single,X-RAY DIFFRACTION,1
2hxp,1,A,144,single,X-RAY DIFFRACTION,1
2hxy,4,"A,B,C,D",1504,single,X-RAY DIFFRACTION,1
2hye,4,"A,B,C,D",2129,single,X-RAY DIFFRACTION,1
2hyi,8,"A,B,C,D,G,H,I,J",1361,single,X-RAY DIFFRACTION,1
2hzd,1,A,82,NMR,SOLUTION NMR,25
2hzp,1,A,446,single,X-RAY DIFFRACTION,1
2hzq,1,A,163,single,X-RAY DIFFRACTION,1
2i0e,2,"A,B",626,single,X-RAY DIFFRACTION,1
2i1n,2,"A,B",203,single,X-RAY DIFFRACTION,1
2i1y,2,"A,B",577,single,X-RAY DIFFRACTION,1
2i2r,16,"A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P",2418,single,X-RAY DIFFRACTION,1
2i2y,1,A,150,NMR,SOLUTION NMR,28
2i38,1,A,150,NMR,SOLUTION NMR,19
2i46,2,"A,B",286,single,X-RAY DIFFRACTION,1
2i4k,1,A,128,NMR,SOLUTION NMR,10
2i53,1,A,254,single,X-RAY DIFFRACTION,1
2i59,1,A,138,NMR,SOLUTION NMR,20
2i5o,1,A,34,NMR,SOLUTION NMR,15
2i6q,1,A,503,single,X-RAY DIFFRACTION,1
2i75,1,A,273,single,X-RAY DIFFRACTION,1
2i7d,2,"A,B",385,single,X-RAY DIFFRACTION,1
2i7k,1,A,117,NMR,SOLUTION NMR,20
2i83,1,A,158,NMR,SOLUTION NMR,20
2i85,1,A,142,NMR,SOLUTION NMR,10
2i99,2,"A,B",623,single,X-RAY DIFFRACTION,1
2i9a,4,"A,B,C,D",497,single,X-RAY DIFFRACTION,1
2ibn,2,"A,B",456,single,X-RAY DIFFRACTION,1
2ic4,1,A,187,single,SOLUTION SCATTERING,1
2icc,1,A,119,single,X-RAY DIFFRACTION,1
2icf,3,"A,B,S",1664,single,X-RAY DIFFRACTION,1
2id5,4,"A,B,C,D",1886,single,X-RAY DIFFRACTION,1
2ie3,3,"A,C,I",871,single,X-RAY DIFFRACTION,1
2if1,1,A,126,NMR,SOLUTION NMR,29
2if7,4,"A,B,C,D",757,single,X-RAY DIFFRACTION,1
2ifg,4,"A,B,E,F",911,single,X-RAY DIFFRACTION,1
2ig7,2,"A,B",657,single,X-RAY DIFFRACTION,1
2ihb,2,"A,B",428,single,X-RAY DIFFRACTION,1
2ihc,4,"A,B,C,D",462,single,X-RAY DIFFRACTION,1
2ilk,1,A,155,single,X-RAY DIFFRACTION,1
2ill,1,A,195,single,X-RAY DIFFRACTION,1
2ilr,1,A,249,single,X-RAY DIFFRACTION,1
2io1,6,"A,B,C,D,E,F",914,single,X-RAY DIFFRACTION,1
2io2,3,"A,B,C",456,single,X-RAY DIFFRACTION,1
2iq1,1,A,257,single,X-RAY DIFFRACTION,1
2iqc,1,A,173,single,X-RAY DIFFRACTION,1
2iu1,1,A,179,single,X-RAY DIFFRACTION,1
2iv9,3,"A,B,P",478,single,X-RAY DIFFRACTION,1
2ivx,2,"A,B",511,single,X-RAY DIFFRACTION,1
2iwg,4,"A,B,D,E",776,single,X-RAY DIFFRACTION,1
2iwi,2,"A,B",493,single,X-RAY DIFFRACTION,1
2iwn,1,A,93,single,X-RAY DIFFRACTION,1
2iwp,2,"A,B",198,single,X-RAY DIFFRACTION,1
2iy1,4,"A,B,C,D",618,single,X-RAY DIFFRACTION,1
2j0g,6,"A,B,C,D,E,F",1289,single,X-RAY DIFFRACTION,1
2j0q,8,"A,B,C,D,F,G,I,T",1372,single,X-RAY DIFFRACTION,1
2j2s,1,A,72,NMR,SOLUTION NMR,20
2j3s,2,"A,B",500,single,X-RAY DIFFRACTION,1
2j3t,4,"A,B,C,D",665,single,X-RAY DIFFRACTION,1
2j51,1,A,288,single,X-RAY DIFFRACTION,1
2j59,12,"A,B,C,D,E,F,M,N,O,P,Q,R",1669,single,X-RAY DIFFRACTION,1
2j76,1,E,81,NMR,SOLUTION NMR,1
2j7z,2,"A,B",136,single,X-RAY DIFFRACTION,1
2j8j,2,"A,B",180,NMR,SOLUTION NMR,14
2j8l,2,"A,B",180,NMR,SOLUTION NMR,14
2j8p,1,A,49,NMR,SOLUTION NMR,30
2j9l,6,"A,B,C,D,E,F",1010,single,X-RAY DIFFRACTION,1
2j9q,2,"A,B",569,single,X-RAY DIFFRACTION,1
2jbh,2,"A,B",419,single,X-RAY DIFFRACTION,1
2jc2,4,"A,B,C,D",664,single,X-RAY DIFFRACTION,1
2jc6,2,"A,C",555,single,X-RAY DIFFRACTION,1
2jeo,1,A,212,single,X-RAY DIFFRACTION,1
2jgb,2,"A,B",203,single,X-RAY DIFFRACTION,1
2jhi,1,F,217,single,X-RAY DIFFRACTION,1
2jii,2,"A,B",647,single,X-RAY DIFFRACTION,1
2jil,2,"A,B",192,single,X-RAY DIFFRACTION,1
2jin,1,A,102,single,X-RAY DIFFRACTION,1
2jit,2,"A,B",611,single,X-RAY DIFFRACTION,1
2jix,9,"A,B,C,D,E,F,G,H,L",1942,single,X-RAY DIFFRACTION,1
2jj6,2,"A,B",267,single,X-RAY DIFFRACTION,1
2jjv,2,"A,B",225,single,X-RAY DIFFRACTION,1
2jjz,4,"A,B,C,D",418,single,X-RAY DIFFRACTION,1
2jk4,1,A,288,single,X-RAY DIFFRACTION,1
2jkv,6,"A,B,C,D,E,F",2881,single,X-RAY DIFFRACTION,1
2jlp,4,"A,B,C,D",670,single,X-RAY DIFFRACTION,1
2jm1,1,A,141,NMR,SOLUTION NMR,32
2jmo,1,A,80,NMR,SOLUTION NMR,20
2jnb,1,A,128,NMR,SOLUTION NMR,20
2jnh,1,A,44,NMR,SOLUTION NMR,15
2jnj,2,"A,B",148,NMR,SOLUTION NMR,10
2jnu,1,A,136,NMR,SOLUTION NMR,20
2jo8,2,"A,B",102,NMR,SOLUTION NMR,20
2jod,2,"A,B",139,NMR,SOLUTION NMR,1
2jph,1,A,122,NMR,SOLUTION NMR,20
2jq6,1,A,139,NMR,SOLUTION NMR,10
2jq8,1,A,47,NMR,SOLUTION NMR,20
2jqz,1,A,131,NMR,SOLUTION NMR,20
2jrh,1,A,93,NMR,SOLUTION NMR,20
2jri,3,"A,B,C",334,NMR,SOLUTION NMR,20
2jrj,1,A,52,NMR,SOLUTION NMR,20
2jrs,1,A,108,NMR,SOLUTION NMR,20
2jrz,1,A,117,NMR,SOLUTION NMR,20
2js2,1,A,63,NMR,SOLUTION NMR,20
2js7,1,A,160,NMR,SOLUTION NMR,20
2jsn,1,A,96,NMR,SOLUTION NMR,20
2jt0,1,A,161,NMR,SOLUTION NMR,10
2jt3,1,A,161,NMR,SOLUTION NMR,10
2jt8,1,A,160,NMR,SOLUTION NMR,10
2jtf,1,A,64,NMR,SOLUTION NMR,20
2jtg,1,A,87,NMR,SOLUTION NMR,20
2jtx,1,A,60,NMR,SOLUTION NMR,20
2jtz,1,A,160,NMR,SOLUTION NMR,10
2juj,1,A,56,NMR,SOLUTION NMR,15
2jv0,1,A,162,NMR,SOLUTION NMR,16
2jv5,1,A,54,NMR,SOLUTION NMR,20
2jvn,1,A,126,NMR,SOLUTION NMR,10
2jvz,1,A,164,NMR,SOLUTION NMR,20
2jw2,1,A,81,NMR,SOLUTION NMR,16
2jw4,1,A,72,NMR,SOLUTION NMR,20
2jw5,1,A,106,NMR,SOLUTION NMR,12
2jwa,2,"A,B",88,NMR,SOLUTION NMR,12
2jwe,2,"A,B",164,NMR,SOLUTION NMR,20
2jx2,1,A,87,NMR,SOLUTION NMR,20
2jx3,1,A,110,NMR,SOLUTION NMR,10
2jxb,1,A,86,NMR,SOLUTION NMR,20
2jxo,1,A,98,NMR,SOLUTION NMR,12
2jxw,1,A,75,NMR,SOLUTION NMR,20
2jxz,1,A,32,NMR,SOLUTION NMR,20
2jy5,1,A,52,NMR,SOLUTION NMR,10
2jy7,1,A,52,NMR,SOLUTION NMR,30
2jy8,1,A,52,NMR,SOLUTION NMR,21
2jye,1,A,72,NMR,SOLUTION NMR,10
2jyi,1,A,57,NMR,SOLUTION NMR,14
2jyo,1,A,70,NMR,SOLUTION NMR,20
2jyt,1,A,55,NMR,SOLUTION NMR,10
2jyu,1,A,67,NMR,SOLUTION NMR,10
2jyv,1,A,32,NMR,SOLUTION NMR,10
2jyw,1,A,187,NMR,SOLUTION NMR,10
2jz3,3,"A,B,C",229,NMR,SOLUTION NMR,20
2jzi,2,"A,B",172,NMR,SOLUTION NMR,20
2jzq,1,A,57,NMR,SOLUTION NMR,20
2jzx,1,A,160,NMR,SOLUTION NMR,12
2k01,2,"A,C",136,NMR,SOLUTION NMR,20
2k03,4,"A,B,C,D",210,NMR,SOLUTION NMR,20
2k04,4,"A,B,C,D",212,NMR,SOLUTION NMR,20
2k05,4,"A,B,C,D",206,NMR,SOLUTION NMR,20
2k07,1,A,175,NMR,SOLUTION NMR,20
2k0e,1,A,148,NMR,SOLUTION NMR,160
2k18,1,A,228,NMR,SOLUTION NMR,10
2k1a,1,A,42,NMR,SOLUTION NMR,21
2k1b,1,A,55,NMR,SOLUTION NMR,20
2k1d,1,A,107,NMR,SOLUTION NMR,20
2k1j,1,A,63,NMR,SOLUTION NMR,25
2k1k,2,"A,B",76,NMR,SOLUTION NMR,12
2k1l,2,"A,B",76,NMR,SOLUTION NMR,12
2k28,1,A,60,NMR,SOLUTION NMR,20
2k2c,1,A,137,NMR,SOLUTION NMR,15
2k2d,1,A,47,NMR,SOLUTION NMR,15
2k2i,2,"A,B",99,NMR,SOLUTION NMR,15
2k2m,1,A,68,NMR,SOLUTION NMR,20
2k2o,1,A,123,NMR,SOLUTION NMR,20
2k2r,2,"A,B",139,NMR,SOLUTION NMR,20
2k3g,1,A,102,NMR,SOLUTION NMR,21
2k3j,1,A,65,NMR,SOLUTION NMR,20
2k42,2,"A,B",108,NMR,SOLUTION NMR,20
2k43,1,A,133,NMR,SOLUTION NMR,20
2k45,1,A,128,NMR,SOLUTION NMR,20
2k4a,2,"A,B",261,NMR,SOLUTION NMR,20
2k4d,1,A,83,NMR,SOLUTION NMR,20
2k4p,1,A,65,NMR,SOLUTION NMR,20
2k4t,1,A,285,NMR,SOLUTION NMR,20
2k58,1,B,35,NMR,SOLUTION NMR,20
2k60,1,A,150,NMR,SOLUTION NMR,20
2k61,1,A,146,NMR,SOLUTION NMR,1
2k6b,1,A,113,NMR,SOLUTION NMR,20
2k6d,2,"A,B",138,NMR,SOLUTION NMR,8
2k6g,1,A,109,NMR,SOLUTION NMR,24
2k6m,1,S,67,NMR,SOLUTION NMR,22
2k7f,1,A,109,NMR,SOLUTION NMR,4
2k7n,1,A,203,NMR,SOLUTION NMR,20
2k7p,1,A,188,NMR,SOLUTION NMR,40
2k7q,1,A,191,NMR,SOLUTION NMR,20
2k7s,1,A,119,NMR,SOLUTION NMR,20
2k7w,2,"A,B",212,NMR,SOLUTION NMR,20
2k7z,1,A,229,NMR,SOLUTION NMR,20
2k85,1,A,65,NMR,SOLUTION NMR,15
2k86,1,A,103,NMR,SOLUTION NMR,20
2k89,1,A,80,NMR,SOLUTION NMR,15
2k8c,2,"A,B",156,NMR,SOLUTION NMR,10
2k8f,2,"A,B",129,NMR,SOLUTION NMR,10
2k8g,1,A,95,NMR,SOLUTION NMR,25
2k8o,1,A,60,NMR,SOLUTION NMR,10
2k8p,1,A,189,NMR,SOLUTION NMR,36
2k8r,1,A,133,NMR,SOLUTION NMR,20
2k8v,1,A,157,NMR,SOLUTION NMR,40
2k9a,1,A,136,NMR,SOLUTION NMR,50
2k9g,1,A,73,NMR,SOLUTION NMR,20
2k9j,2,"A,B",85,NMR,SOLUTION NMR,21
2k9u,2,"A,B",143,NMR,SOLUTION NMR,20
2k9y,2,"A,B",82,NMR,SOLUTION NMR,17
2ka3,3,"A,B,C",393,NMR,SOLUTION NMR,10
2ka4,2,"A,B",157,NMR,SOLUTION NMR,20
2ka6,2,"A,B",137,NMR,SOLUTION NMR,20
2kav,1,A,106,NMR,SOLUTION NMR,15
2kb0,1,A,178,NMR,SOLUTION NMR,12
2kb8,1,A,37,NMR,SOLUTION NMR,30
2kb9,1,A,44,NMR,SOLUTION NMR,20
2kbi,1,A,97,NMR,SOLUTION NMR,20
2kbo,1,A,194,NMR,SOLUTION NMR,10
2kbu,1,A,30,NMR,SOLUTION NMR,15
2kbw,2,"A,B",191,NMR,SOLUTION NMR,10
2kbx,2,"A,B",241,NMR,SOLUTION NMR,20
